,Ovhd,Inst,Res,Non-inst,Bus/Fin,Comp/Eng/Sci,Mgnt,Admin/Off,Stdt,Aux,Prv/Stdt,Prv/Aux
MediaTech Institute-Oceanside,-10.0,0,0,0,0,0,0,0,0,0,0,0
Medical Allied Career Center,-10.0,0,0,0,0,0,0,0,0,0,0,0
Medical Career Institute,-10.0,0,0,0,0,0,0,0,0,0,0,0
Medical College of Wisconsin,-10.0,0,0,0,0,0,0,0,0,0,6330,0
Medical Institute of Palm Beach,-10.0,0,0,0,0,0,0,0,0,0,0,0
Medical Professional Institute,-10.0,0,0,0,0,0,0,0,0,0,0,0
Medical Training College,-10.0,0,0,0,0,0,0,0,0,0,0,0
Medspa Academies,-10.0,0,0,0,0,0,0,0,0,0,0,0
Meharry Medical College,-10.0,0,0,0,0,0,0,0,0,0,689,0
Memphis Institute of Barbering,-10.0,0,0,0,0,0,0,0,0,0,0,0
Mercy Hospital School of Practical Nursing-Plantation General Hospital,-10.0,0,0,0,0,0,0,0,0,0,0,0
Meredith Manor International Equestrian Center,-10.0,0,0,0,0,0,0,0,0,0,0,0
Meridian Institute of Surgical Assisting,-10.0,0,0,0,0,0,0,0,0,0,0,0
Merrell University of Beauty Arts and Science,-10.0,0,0,0,0,0,0,0,0,0,0,0
Merrillville Beauty College,-10.0,0,0,0,0,0,0,0,0,0,0,0
Merrillville Beauty College-Flawless Barber Academy,-10.0,0,0,0,0,0,0,0,0,0,0,0
Merryfield School of Pet Grooming,-10.0,0,0,0,0,0,0,0,0,0,0,0
Mauna Loa Helicopters,-10.0,0,0,0,0,0,0,0,0,0,0,0
Metro Beauty Academy,-10.0,0,0,0,0,0,0,0,0,0,0,0
Masters of Cosmetology College,-10.0,0,0,0,0,0,0,0,0,0,0,0
Massage Therapy Trainining Institute,-10.0,0,0,0,0,0,0,0,0,0,0,0
Institute of Hair Design,-10.0,0,0,0,0,0,0,0,0,0,0,0
Marinello Schools of Beauty-East Hartford,-10.0,0,0,0,0,0,0,0,0,0,0,0
Marinello Schools of Beauty-Hemet,-10.0,0,0,0,0,0,0,0,0,0,0,0
Marinello Schools of Beauty-Lake Forest,-10.0,0,0,0,0,0,0,0,0,0,0,0
Marinello Schools of Beauty-Las Vegas,-10.0,0,0,0,0,0,0,0,0,0,0,0
Marinello Schools of Beauty-Los Angeles,-10.0,0,0,0,0,0,0,0,0,0,0,0
Marinello Schools of Beauty-Manhattan,-10.0,0,0,0,0,0,0,0,0,0,0,0
Marinello Schools of Beauty-Meriden,-10.0,0,0,0,0,0,0,0,0,0,0,0
Marinello Schools of Beauty-Moreno Valley,-10.0,0,0,0,0,0,0,0,0,0,0,0
Marinello Schools of Beauty-Niantic,-10.0,0,0,0,0,0,0,0,0,0,0,0
Marinello Schools of Beauty-Provo,-10.0,0,0,0,0,0,0,0,0,0,0,0
Marinello Schools of Beauty-Reno,-10.0,0,0,0,0,0,0,0,0,0,0,0
Marinello Schools of Beauty-Sacramento,-10.0,0,0,0,0,0,0,0,0,0,0,0
Marinello Schools of Beauty-San Francisco,-10.0,0,0,0,0,0,0,0,0,0,0,0
Marinello Schools of Beauty-Santa Clara,-10.0,0,0,0,0,0,0,0,0,0,0,0
Marinello Schools of Beauty-Topeka,-10.0,0,0,0,0,0,0,0,0,0,0,0
Marketti Academy of Cosmetology,-10.0,0,0,0,0,0,0,0,0,0,0,0
Marlboro College Graduate & Professional Studies,-10.0,0,0,0,0,0,0,0,0,0,0,0
Maryland Beauty Academy,-10.0,0,0,0,0,0,0,0,0,0,0,0
Maryland Beauty Academy of Essex,-10.0,0,0,0,0,0,0,0,0,0,0,0
Marymount California University-Lakeside Campus,-10.0,0,0,0,0,0,0,0,0,0,0,0
Massachusetts School of Barbering,-10.0,0,0,0,0,0,0,0,0,0,0,0
Massage Therapy Institute of Colorado,-10.0,0,0,0,0,0,0,0,0,0,0,0
Master Educators Beauty School,-10.0,0,0,0,0,0,0,0,0,0,0,0
Modern Hairstyling Institute-Bayamon,-10.0,0,0,0,0,0,0,0,0,0,0,0
Metroplex Beauty School,-10.0,0,0,0,0,0,0,0,0,0,0,0
Miami Ad School-New York,-10.0,0,0,0,0,0,0,0,0,0,0,0
Milan Institute-Nampa,-10.0,0,0,0,0,0,0,0,0,0,0,0
Milan Institute-Palm Desert,-10.0,0,0,0,0,0,0,0,0,0,0,0
Milan Institute-San Antonio Ingram,-10.0,0,0,0,0,0,0,0,0,0,0,0
Milan Institute-Sparks,-10.0,0,0,0,0,0,0,0,0,0,0,0
Milan Institute-Visalia,-10.0,0,0,0,0,0,0,0,0,0,0,0
Mildred Elley-Pittsfield Campus,-10.0,0,0,0,0,0,0,0,0,0,0,0
Millennium Training Institute,-10.0,0,0,0,0,0,0,0,0,0,0,0
Mims Classic Beauty College,-10.0,0,0,0,0,0,0,0,0,0,0,0
Mind Body Institute,-10.0,0,0,0,0,0,0,0,0,0,0,0
Mingo Extended Learning Center,-10.0,0,0,0,0,0,0,0,0,0,0,0
Minnesota School of Cosmetology-Plymouth Campus,-10.0,0,0,0,0,0,0,0,0,0,0,0
Minnesota School of Cosmetology-Woodbury Campus,-10.0,0,0,0,0,0,0,0,0,0,0,0
Mississippi College of Beauty Culture,-10.0,0,0,0,0,0,0,0,0,0,0,0
Mississippi Institute of Aesthetics Nails & Cosmetology,-10.0,0,0,0,0,0,0,0,0,0,0,0
Missouri College of Cosmetology North,-10.0,0,0,0,0,0,0,0,0,0,0,0
Missouri School of Barbering & Hairstyling-St. Louis,-10.0,0,0,0,0,0,0,0,0,0,0,0
Mitchell's Hair Styling Academy-Raleigh,-10.0,0,0,0,0,0,0,0,0,0,0,0
Mitchells Hairstyling Academy-Goldsboro,-10.0,0,0,0,0,0,0,0,0,0,0,0
Mitchells Hairstyling Academy-Wilson,-10.0,0,0,0,0,0,0,0,0,0,0,0
Mitsu Sato Hair Academy,-10.0,0,0,0,0,0,0,0,0,0,0,0
Model College of Hair Design,-10.0,0,0,0,0,0,0,0,0,0,0,0
Modern Beauty Academy,-10.0,0,0,0,0,0,0,0,0,0,0,0
Modern Beauty School Inc,-10.0,0,0,0,0,0,0,0,0,0,0,0
Milan Institute-Merced,-10.0,0,0,0,0,0,0,0,0,0,0,0
Miami Ad School-Minneapolis,-10.0,0,0,0,0,0,0,0,0,0,0,0
Milan Institute-Las Vegas,-10.0,0,0,0,0,0,0,0,0,0,0,0
Milan Institute-Bakersfield,-10.0,0,0,0,0,0,0,0,0,0,0,0
Miami Ad School-San Francisco,-10.0,0,0,0,0,0,0,0,0,0,0,0
Miami Ad School-Wynwood,-10.0,0,0,0,0,0,0,0,0,0,0,0
Miami Media School,-10.0,0,0,0,0,0,0,0,0,0,0,0
Michaels School of Hair Design and Esthetics-Paul Mitchell Partner School,-10.0,0,0,0,0,0,0,0,0,0,0,0
Michigan College of Beauty-Monroe,-10.0,0,0,0,0,0,0,0,0,0,0,0
Michigan College of Beauty-Troy,-10.0,0,0,0,0,0,0,0,0,0,0,0
Midway Paris Beauty School,-10.0,0,0,0,0,0,0,0,0,0,0,0
Midwest Technical Institute,-10.0,0,0,0,0,0,0,0,0,0,0,0
Midwest Technical Institute-East Peoria,-10.0,0,0,0,0,0,0,0,0,0,0,0
Midwest Technical Institute-Moline,-10.0,0,0,0,0,0,0,0,0,0,0,0
Midwest Technical Institute-Ridgeland,-10.0,0,0,0,0,0,0,0,0,0,0,0
Midwest Technical Institute-Springfield,-10.0,0,0,0,0,0,0,0,0,0,0,0
Midwestern Career College,-10.0,0,0,0,0,0,0,0,0,0,0,0
Milan Institute of Cosmetology-Amarillo,-10.0,0,0,0,0,0,0,0,0,0,0,0
Milan Institute of Cosmetology-El Paso,-10.0,0,0,0,0,0,0,0,0,0,0,0
Milan Institute of Cosmetology-Fairfield,-10.0,0,0,0,0,0,0,0,0,0,0,0
Milan Institute of Cosmetology-La Quinta,-10.0,0,0,0,0,0,0,0,0,0,0,0
Milan Institute of Cosmetology-Nampa,-10.0,0,0,0,0,0,0,0,0,0,0,0
Milan Institute of Cosmetology-Reno,-10.0,0,0,0,0,0,0,0,0,0,0,0
Milan Institute of Cosmetology-San Antonio Military,-10.0,0,0,0,0,0,0,0,0,0,0,0
Milan Institute of Cosmetology-San Antonio Walzem,-10.0,0,0,0,0,0,0,0,0,0,0,0
Milan Institute of Cosmetology-Visalia,-10.0,0,0,0,0,0,0,0,0,0,0,0
Milan Institute-Amarillo,-10.0,0,0,0,0,0,0,0,0,0,0,0
Milan Institute-Clovis,-10.0,0,0,0,0,0,0,0,0,0,0,0
Institute of Culinary Education,-10.0,0,0,0,0,0,0,0,0,0,0,0
Institute of Beauty Careers,-10.0,0,0,0,0,0,0,0,0,0,0,0
Northwest College-Clackamas,-10.0,0,0,0,0,0,0,0,0,0,0,0
Empire Beauty School-Pineville,-10.0,0,0,0,0,0,0,0,0,0,0,0
Empire Beauty School-Portsmouth,-10.0,0,0,0,0,0,0,0,0,0,0,0
Empire Beauty School-Pottsville,-10.0,0,0,0,0,0,0,0,0,0,0,0
Empire Beauty School-Prescott,-10.0,0,0,0,0,0,0,0,0,0,0,0
Empire Beauty School-Providence,-10.0,0,0,0,0,0,0,0,0,0,0,0
Empire Beauty School-Queens,-10.0,0,0,0,0,0,0,0,0,0,0,0
Empire Beauty School-Reading,-10.0,0,0,0,0,0,0,0,0,0,0,0
Empire Beauty School-Richmond,-10.0,0,0,0,0,0,0,0,0,0,0,0
Empire Beauty School-Rochester,-10.0,0,0,0,0,0,0,0,0,0,0,0
Empire Beauty School-Savannah,-10.0,0,0,0,0,0,0,0,0,0,0,0
Empire Beauty School-Peekskill,-10.0,0,0,0,0,0,0,0,0,0,0,0
Empire Beauty School-Shamokin Dam,-10.0,0,0,0,0,0,0,0,0,0,0,0
Empire Beauty School-Speedway,-10.0,0,0,0,0,0,0,0,0,0,0,0
Empire Beauty School-Spring Lake Park,-10.0,0,0,0,0,0,0,0,0,0,0,0
Empire Beauty School-Springfield,-10.0,0,0,0,0,0,0,0,0,0,0,0
Empire Beauty School-St Paul,-10.0,0,0,0,0,0,0,0,0,0,0,0
Empire Beauty School-State College,-10.0,0,0,0,0,0,0,0,0,0,0,0
Empire Beauty School-Stone Park,-10.0,0,0,0,0,0,0,0,0,0,0,0
Empire Beauty School-Thornton,-10.0,0,0,0,0,0,0,0,0,0,0,0
Empire Beauty School-Tucson,-10.0,0,0,0,0,0,0,0,0,0,0,0
Empire Beauty School-Union,-10.0,0,0,0,0,0,0,0,0,0,0,0
Empire Beauty School-Vernon Hills,-10.0,0,0,0,0,0,0,0,0,0,0,0
Empire Beauty School-Somersworth,-10.0,0,0,0,0,0,0,0,0,0,0,0
Empire Beauty School-Paramus,-10.0,0,0,0,0,0,0,0,0,0,0,0
Empire Beauty School-Paradise Valley,-10.0,0,0,0,0,0,0,0,0,0,0,0
Empire Beauty School-Owings Mills,-10.0,0,0,0,0,0,0,0,0,0,0,0
Empire Beauty School-Lauderhill,-10.0,0,0,0,0,0,0,0,0,0,0,0
Empire Beauty School-Laurel Springs,-10.0,0,0,0,0,0,0,0,0,0,0,0
Empire Beauty School-Lebanon,-10.0,0,0,0,0,0,0,0,0,0,0,0
Empire Beauty School-Lisle,-10.0,0,0,0,0,0,0,0,0,0,0,0
Empire Beauty School-Littleton,-10.0,0,0,0,0,0,0,0,0,0,0,0
Empire Beauty School-Lowell,-10.0,0,0,0,0,0,0,0,0,0,0,0
Empire Beauty School-Madison,-10.0,0,0,0,0,0,0,0,0,0,0,0
Empire Beauty School-Maine,-10.0,0,0,0,0,0,0,0,0,0,0,0
Empire Beauty School-Malden,-10.0,0,0,0,0,0,0,0,0,0,0,0
Empire Beauty School-Manhattan,-10.0,0,0,0,0,0,0,0,0,0,0,0
Empire Beauty School-Manitowoc,-10.0,0,0,0,0,0,0,0,0,0,0,0
Empire Beauty School-Matthews,-10.0,0,0,0,0,0,0,0,0,0,0,0
Empire Beauty School-Michigan,-10.0,0,0,0,0,0,0,0,0,0,0,0
Empire Beauty School-Midlothian,-10.0,0,0,0,0,0,0,0,0,0,0,0
Empire Beauty School-Milwaukee,-10.0,0,0,0,0,0,0,0,0,0,0,0
Empire Beauty School-Monroeville,-10.0,0,0,0,0,0,0,0,0,0,0,0
Empire Beauty School-Morrow,-10.0,0,0,0,0,0,0,0,0,0,0,0
Empire Beauty School-NE Philadelphia,-10.0,0,0,0,0,0,0,0,0,0,0,0
Empire Beauty School-NW Phoenix,-10.0,0,0,0,0,0,0,0,0,0,0,0
Empire Beauty School-Nashville,-10.0,0,0,0,0,0,0,0,0,0,0,0
Empire Beauty School-North Hills,-10.0,0,0,0,0,0,0,0,0,0,0,0
Empire Beauty School-Northlake,-10.0,0,0,0,0,0,0,0,0,0,0,0
Empire Beauty School-Ocean,-10.0,0,0,0,0,0,0,0,0,0,0,0
Empire Beauty School-Virginia Beach,-10.0,0,0,0,0,0,0,0,0,0,0,0
Empire Beauty School-Warminster,-10.0,0,0,0,0,0,0,0,0,0,0,0
Empire Beauty School-Warwick,-10.0,0,0,0,0,0,0,0,0,0,0,0
Empire Beauty School-West Greensboro,-10.0,0,0,0,0,0,0,0,0,0,0,0
Everest College-Earth City,-10.0,0,0,0,0,0,0,0,0,0,0,0
Everest College-Gardena,-10.0,0,0,0,0,0,0,0,0,0,0,0
Everest College-Kansas City,-10.0,0,0,0,0,0,0,0,0,0,0,0
Everest College-Melrose Park,-10.0,0,0,0,0,0,0,0,0,0,0,0
Everest College-Merrillville,-10.0,0,0,0,0,0,0,0,0,0,0,0
Everest College-Merrionette Park,-10.0,0,0,0,0,0,0,0,0,0,0,0
Everest College-North Aurora,-10.0,0,0,0,0,0,0,0,0,0,0,0
Everest College-Ontario,-10.0,0,0,0,0,0,0,0,0,0,0,0
Everest College-Renton,-10.0,0,0,0,0,0,0,0,0,0,0,0
Everest College-Santa Ana,-10.0,0,0,0,0,0,0,0,0,0,0,0
Everest College-Seattle,-10.0,0,0,0,0,0,0,0,0,0,0,0
Everest College-Skokie,-10.0,0,0,0,0,0,0,0,0,0,0,0
Everest College-Torrance,-10.0,0,0,0,0,0,0,0,0,0,0,0
Everest College-Woodbridge,-10.0,0,0,0,0,0,0,0,0,0,0,0
Everest Institute-Austin,-10.0,0,0,0,0,0,0,0,0,0,0,0
Everest Institute-Bensalem,-10.0,0,0,0,0,0,0,0,0,0,0,0
Everest Institute-Bissonnet,-10.0,0,0,0,0,0,0,0,0,0,0,0
Everest Institute-Brighton,-10.0,0,0,0,0,0,0,0,0,0,0,0
Everest Institute-Chelsea,-10.0,0,0,0,0,0,0,0,0,0,0,0
Everest Institute-Dearborn,-10.0,0,0,0,0,0,0,0,0,0,0,0
Everest Institute-Detroit,-10.0,0,0,0,0,0,0,0,0,0,0,0
Everest Institute-Eagan,-10.0,0,0,0,0,0,0,0,0,0,0,0
Everest Institute-Gahanna,-10.0,0,0,0,0,0,0,0,0,0,0,0
Everest College-Burr Ridge,-10.0,0,0,0,0,0,0,0,0,0,0,0
Empire Beauty School-Lancaster,-10.0,0,0,0,0,0,0,0,0,0,0,0
Everest College-Bedford Park,-10.0,0,0,0,0,0,0,0,0,0,0,0
Everest College-Alhambra,-10.0,0,0,0,0,0,0,0,0,0,0,0
Empire Beauty School-West Mifflin,-10.0,0,0,0,0,0,0,0,0,0,0,0
Empire Beauty School-West Palm,-10.0,0,0,0,0,0,0,0,0,0,0,0
Empire Beauty School-Williamsport,-10.0,0,0,0,0,0,0,0,0,0,0,0
Empire Beauty School-Wyoming Valley,-10.0,0,0,0,0,0,0,0,0,0,0,0
Empire Beauty School-York,-10.0,0,0,0,0,0,0,0,0,0,0,0
Enid Beauty College,-10.0,0,0,0,0,0,0,0,0,0,0,0
Entourage Institute of Beauty and Esthetics,-10.0,0,0,0,0,0,0,0,0,0,0,0
Eric Fisher Academy,-10.0,0,0,0,0,0,0,0,0,0,0,0
Escuela Hotelera de San Juan,-10.0,0,0,0,0,0,0,0,0,0,0,0
Escuela Tecnica de Electricidad,-10.0,0,0,0,0,0,0,0,0,0,0,0
Escuela de Peritos Electricistas de Isabela Inc,-10.0,0,0,0,0,0,0,0,0,0,0,0
Estelle Skin Care and Spa Institute,-10.0,0,0,0,0,0,0,0,0,0,0,0
Estes Institute of Cosmetology Arts and Science,-10.0,0,0,0,0,0,0,0,0,0,0,0
Eternity Cosmetology School,-10.0,0,0,0,0,0,0,0,0,0,0,0
Euphoria Institute of Beauty Arts & Sciences-Green Valley,-10.0,0,0,0,0,0,0,0,0,0,0,0
Euphoria Institute of Beauty Arts & Sciences-Summerlin,-10.0,0,0,0,0,0,0,0,0,0,0,0
Eureka Institute of Health and Beauty,-10.0,0,0,0,0,0,0,0,0,0,0,0
European Academy of Cosmetology and Hairdressing,-10.0,0,0,0,0,0,0,0,0,0,0,0
European Massage Therapy School-Las Vegas,-10.0,0,0,0,0,0,0,0,0,0,0,0
European Massage Therapy School-Skokie,-10.0,0,0,0,0,0,0,0,0,0,0,0
Evans Hairstyling College-Cedar City,-10.0,0,0,0,0,0,0,0,0,0,0,0
Evans Hairstyling College-Rexburg,-10.0,0,0,0,0,0,0,0,0,0,0,0
Evans Hairstyling College-St George,-10.0,0,0,0,0,0,0,0,0,0,0,0
Everest College-Atlanta West,-10.0,0,0,0,0,0,0,0,0,0,0,0
Empire Beauty School-Lakewood,-10.0,0,0,0,0,0,0,0,0,0,0,0
Empire Beauty School-Laconia,-10.0,0,0,0,0,0,0,0,0,0,0,0
Empire Beauty School-Kennesaw,-10.0,0,0,0,0,0,0,0,0,0,0,0
Drake College of Business-Newark,-10.0,0,0,0,0,0,0,0,0,0,0,0
DuVall's School of Cosmetology,-10.0,0,0,0,0,0,0,0,0,0,0,0
Durham Beauty Academy,-10.0,0,0,0,0,0,0,0,0,0,0,0
E Q School of Hair Design,-10.0,0,0,0,0,0,0,0,0,0,0,0
EINE Inc,-10.0,0,0,0,0,0,0,0,0,0,0,0
EMS Training Institute,-10.0,0,0,0,0,0,0,0,0,0,0,0
ETI School of Skilled Trades,-10.0,0,0,0,0,0,0,0,0,0,0,0
East Georgia State College-Augusta,-10.0,0,0,0,0,0,0,0,0,0,0,0
East Georgia State College-Statesboro,-10.0,0,0,0,0,0,0,0,0,0,0,0
East West College of the Healing Arts,-10.0,0,0,0,0,0,0,0,0,0,0,0
East-West Healing Arts Institute,-10.0,0,0,0,0,0,0,0,0,0,0,0
Eastern College of Health Vocations-Little Rock,-10.0,0,0,0,0,0,0,0,0,0,0,0
Eastern College of Health Vocations-New Orleans,-10.0,0,0,0,0,0,0,0,0,0,0,0
Eastern Hills Academy of Hair Design,-10.0,0,0,0,0,0,0,0,0,0,0,0
Eastern School of Acupuncture and Traditional Medicine,-10.0,0,0,0,0,0,0,0,0,0,0,0
Educational Technical College-Recinto de Bayamon,-10.0,0,0,0,0,0,0,0,0,0,0,0
Educational Technical College-Recinto de Coamo,-10.0,0,0,0,0,0,0,0,0,0,0,0
Educational Technical College-Recinto de san Sebastian,-10.0,0,0,0,0,0,0,0,0,0,0,0
Educators of Beauty College of Cosmetology-La Salle,-10.0,0,0,0,0,0,0,0,0,0,0,0
Educators of Beauty College of Cosmetology-Rockford,-10.0,0,0,0,0,0,0,0,0,0,0,0
Educators of Beauty College of Cosmetology-Sterling,-10.0,0,0,0,0,0,0,0,0,0,0,0
Edward Via College of Osteopathic Medicine,-10.0,0,0,0,0,0,0,0,0,0,865,0
Elaine Sterling Institute,-10.0,0,0,0,0,0,0,0,0,0,0,0
Drake College of Business-Elizabeth,-10.0,0,0,0,0,0,0,0,0,0,0,0
Elaine Steven Beauty College,-10.0,0,0,0,0,0,0,0,0,0,0,0
Dragon Rises College of Oriental Medicine,-10.0,0,0,0,0,0,0,0,0,0,0,0
Dorsey Business Schools-Wayne,-10.0,0,0,0,0,0,0,0,0,0,0,0
Diamond Beauty College,-10.0,0,0,0,0,0,0,0,0,0,0,0
Diamonds Cosmetology College,-10.0,0,0,0,0,0,0,0,0,0,0,0
Diesel Driving Academy-Baton Rouge,-10.0,0,0,0,0,0,0,0,0,0,0,0
Diesel Driving Academy-Shreveport,-10.0,0,0,0,0,0,0,0,0,0,0,0
Digital Film Academy,-10.0,0,0,0,0,0,0,0,0,0,0,0
Divers Academy International,-10.0,0,0,0,0,0,0,0,0,0,0,0
Divers Institute of Technology,-10.0,0,0,0,0,0,0,0,0,0,0,0
Diversified Vocational College,-10.0,0,0,0,0,0,0,0,0,0,0,0
Divine Crown Academy of Cosmetology,-10.0,0,0,0,0,0,0,0,0,0,0,0
Dolce LLC The Academy,-10.0,0,0,0,0,0,0,0,0,0,0,0
Dominion School of Hair Design,-10.0,0,0,0,0,0,0,0,0,0,0,0
Don Roberts Beauty School,-10.0,0,0,0,0,0,0,0,0,0,0,0
Don Roberts School of Hair Design,-10.0,0,0,0,0,0,0,0,0,0,0,0
Donna's Academy of Hair Design,-10.0,0,0,0,0,0,0,0,0,0,0,0
Dorsey Business Schools-Dearborn,-10.0,0,0,0,0,0,0,0,0,0,0,0
Dorsey Business Schools-Farmington Hills,-10.0,0,0,0,0,0,0,0,0,0,0,0
Dorsey Business Schools-Lansing,-10.0,0,0,0,0,0,0,0,0,0,0,0
Dorsey Business Schools-Madison Heights,-10.0,0,0,0,0,0,0,0,0,0,0,0
Dorsey Business Schools-Roseville,-10.0,0,0,0,0,0,0,0,0,0,0,0
Dorsey Business Schools-Roseville Culinary Academy,-10.0,0,0,0,0,0,0,0,0,0,0,0
Dorsey Business Schools-Saginaw,-10.0,0,0,0,0,0,0,0,0,0,0,0
Dorsey Business Schools-Southgate,-10.0,0,0,0,0,0,0,0,0,0,0,0
Dorsey Business Schools-Waterford Pontiac,-10.0,0,0,0,0,0,0,0,0,0,0,0
Douglas J Aveda Institute,-10.0,0,0,0,0,0,0,0,0,0,0,0
Everest Institute-Grand Rapids,-10.0,0,0,0,0,0,0,0,0,0,0,0
Electrical Training Center,-10.0,0,0,0,0,0,0,0,0,0,0,0
Elite College of Cosmetology,-10.0,0,0,0,0,0,0,0,0,0,0,0
Empire Beauty School-Concord,-10.0,0,0,0,0,0,0,0,0,0,0,0
Empire Beauty School-Dixie,-10.0,0,0,0,0,0,0,0,0,0,0,0
Empire Beauty School-Dunwoody,-10.0,0,0,0,0,0,0,0,0,0,0,0
Empire Beauty School-E Memphis,-10.0,0,0,0,0,0,0,0,0,0,0,0
Empire Beauty School-Eden Prairie,-10.0,0,0,0,0,0,0,0,0,0,0,0
Empire Beauty School-Elizabethtown,-10.0,0,0,0,0,0,0,0,0,0,0,0
Empire Beauty School-Exton,-10.0,0,0,0,0,0,0,0,0,0,0,0
Empire Beauty School-Flagstaff,-10.0,0,0,0,0,0,0,0,0,0,0,0
Empire Beauty School-Florence,-10.0,0,0,0,0,0,0,0,0,0,0,0
Empire Beauty School-Framingham,-10.0,0,0,0,0,0,0,0,0,0,0,0
Empire Beauty School-Glen Burnie,-10.0,0,0,0,0,0,0,0,0,0,0,0
Empire Beauty School-Green Bay,-10.0,0,0,0,0,0,0,0,0,0,0,0
Empire Beauty School-Gwinnett,-10.0,0,0,0,0,0,0,0,0,0,0,0
Empire Beauty School-Hanover,-10.0,0,0,0,0,0,0,0,0,0,0,0
Empire Beauty School-Hanover Park,-10.0,0,0,0,0,0,0,0,0,0,0,0
Empire Beauty School-Harrisburg,-10.0,0,0,0,0,0,0,0,0,0,0,0
Empire Beauty School-Highland,-10.0,0,0,0,0,0,0,0,0,0,0,0
Empire Beauty School-Hooksett,-10.0,0,0,0,0,0,0,0,0,0,0,0
Empire Beauty School-Hurstborne,-10.0,0,0,0,0,0,0,0,0,0,0,0
Empire Beauty School-Hyannis,-10.0,0,0,0,0,0,0,0,0,0,0,0
Empire Beauty School-Indianapolis,-10.0,0,0,0,0,0,0,0,0,0,0,0
Empire Beauty School-Jackson,-10.0,0,0,0,0,0,0,0,0,0,0,0
Empire Beauty School-Jersey City,-10.0,0,0,0,0,0,0,0,0,0,0,0
Empire Beauty School-Cincinnati,-10.0,0,0,0,0,0,0,0,0,0,0,0
Elegance International,-10.0,0,0,0,0,0,0,0,0,0,0,0
Empire Beauty School-Cherry Hill,-10.0,0,0,0,0,0,0,0,0,0,0,0
Empire Beauty School-Cheltenham,-10.0,0,0,0,0,0,0,0,0,0,0,0
Elite Cosmetology School,-10.0,0,0,0,0,0,0,0,0,0,0,0
Elite School of Cosmetology,-10.0,0,0,0,0,0,0,0,0,0,0,0
Elite Welding Academy LLC,-10.0,0,0,0,0,0,0,0,0,0,0,0
Elizabeth Grady School of Esthetics and Massage Therapy,-10.0,0,0,0,0,0,0,0,0,0,0,0
Elmezzi Graduate School of Molecular Medicine,-10.0,0,0,0,0,0,0,0,0,0,0,0
Emma's Beauty Academy-Juana Diaz,-10.0,0,0,0,0,0,0,0,0,0,0,0
Emma's Beauty Academy-Mayaguez,-10.0,0,0,0,0,0,0,0,0,0,0,0
Emory University-Oxford College,-10.0,0,0,0,0,0,0,0,0,0,0,0
Empire Beauty  School-Lehigh Valley,-10.0,0,0,0,0,0,0,0,0,0,0,0
Empire Beauty School-Appleton,-10.0,0,0,0,0,0,0,0,0,0,0,0
Empire Beauty School-Arlington Heights,-10.0,0,0,0,0,0,0,0,0,0,0,0
Empire Beauty School-Arvada,-10.0,0,0,0,0,0,0,0,0,0,0,0
Empire Beauty School-Augusta,-10.0,0,0,0,0,0,0,0,0,0,0,0
Empire Beauty School-Aurora,-10.0,0,0,0,0,0,0,0,0,0,0,0
Empire Beauty School-Avondale,-10.0,0,0,0,0,0,0,0,0,0,0,0
Empire Beauty School-Bloomfield,-10.0,0,0,0,0,0,0,0,0,0,0,0
Empire Beauty School-Bloomington,-10.0,0,0,0,0,0,0,0,0,0,0,0
Empire Beauty School-Bordentown,-10.0,0,0,0,0,0,0,0,0,0,0,0
Empire Beauty School-Boston,-10.0,0,0,0,0,0,0,0,0,0,0,0
Empire Beauty School-Brooklyn,-10.0,0,0,0,0,0,0,0,0,0,0,0
Empire Beauty School-Buffalo,-10.0,0,0,0,0,0,0,0,0,0,0,0
Empire Beauty School-Center City Philadelphia,-10.0,0,0,0,0,0,0,0,0,0,0,0
Empire Beauty School-Chandler,-10.0,0,0,0,0,0,0,0,0,0,0,0
Empire Beauty School-Chenoweth,-10.0,0,0,0,0,0,0,0,0,0,0,0
Everest Institute-Greenspoint,-10.0,0,0,0,0,0,0,0,0,0,0,0
Everest Institute-Hobby,-10.0,0,0,0,0,0,0,0,0,0,0,0
Everest Institute-Jonesboro,-10.0,0,0,0,0,0,0,0,0,0,0,0
Harris School of Business-Cherry Hill Campus,-10.0,0,0,0,0,0,0,0,0,0,0,0
Harris School of Business-Dover Campus,-10.0,0,0,0,0,0,0,0,0,0,0,0
Harris School of Business-Hamilton Campus,-10.0,0,0,0,0,0,0,0,0,0,0,0
Harris School of Business-Linwood Campus,-10.0,0,0,0,0,0,0,0,0,0,0,0
Harris School of Business-Upper Darby Campus,-10.0,0,0,0,0,0,0,0,0,0,0,0
Harris School of Business-Voorhees Campus,-10.0,0,0,0,0,0,0,0,0,0,0,0
Harris School of Business-Wilmington Campus,-10.0,0,0,0,0,0,0,0,0,0,0,0
Hastings Beauty School,-10.0,0,0,0,0,0,0,0,0,0,0,0
Hawaii Institute of Hair Design,-10.0,0,0,0,0,0,0,0,0,0,0,0
Hays Academy of Hair Design,-10.0,0,0,0,0,0,0,0,0,0,0,0
Headlines Academy Inc,-10.0,0,0,0,0,0,0,0,0,0,0,0
Headmasters School of Hair Design,-10.0,0,0,0,0,0,0,0,0,0,0,0
Headquarters Academy of Hair Design Inc,-10.0,0,0,0,0,0,0,0,0,0,0,0
Heads West Kentucky Beauty College,-10.0,0,0,0,0,0,0,0,0,0,0,0
